sample,H3N2F1,H3N3,H3N3F1,H3N4,H3N4F1,H3N5,H3N5F1,H3N5F3,H3N7,H4N2,H4N3,H4N3S1,H4N3F1,H4N3F1S1,H4N4,H4N4S1,H4N4F1,H4N4F1S1,H4N4F3S1,H4N5,H4N5S1,H4N5F1,H4N5F1S1,H4N6S1,H5N2,H5N3,H5N3S1,H5N3F1S1,H5N4,H5N4S1,H5N4S2,H5N4F1,H5N4F1S1,H5N4F1S2,H5N4F2,H5N4F2S1,H5N5,H5N5S1,H5N5S2,H5N5F1,H5N5F1S1,H5N5F1S2,H5N5F2,H6N2,H6N3,H6N3S1,H6N3F1S1,H6N4S1,H6N4S2,H6N4F1S1,H6N5,H6N5S1,H6N5S2,H6N5S3,H6N5F1,H6N5F1S1,H6N5F1S2,H6N5F1S3,H6N5F2S3,H6N6,H6N6F1S1,H6N6F1S2,H7N2,H7N6S1,H7N6S2,H7N6S3,H7N6S4,H7N6F1S2,H7N6F1S3,H7N6F1S4,H8N2,H9N2
S137,NA,2743.626215824483,2165.407124045203,712.1681393493866,7362.785189989606,1302.058985512067,1746.305457653674,NA,NA,486.4370592990588,2747.426329797308,20976.64405083685,2522.024242979413,6163.489260142589,3353.981622750814,10445.2819823962,39939.65878370654,7139.285946256377,NA,1870.897647213324,2512.353923291988,7962.795124352108,3345.98986291711,NA,6975.863380103689,1760.952461104553,4570.625552255974,2564.841823649599,12653.75844905844,160540.6403442786,1382264.65543607,79252.89643899823,132715.8878265229,196603.2343317558,1360.579956113391,4089.604299476466,2530.280412057667,19037.63930239282,9112.59010960244,9817.996716429438,39841.48237807682,42568.55734748088,NA,11840.68835560847,1305.665422573969,4639.553431068318,1473.147544149557,4619.871203921423,3372.907929556536,NA,3434.310680520334,14703.07714472399,41882.94784395977,327886.850941335,NA,6165.50255806093,11860.48692740569,99532.01106302012,3951.712688328546,NA,932.0206072561874,932.62459467189,6010.904111122874,NA,6740.692458290192,12474.62695711663,25178.76928396157,1620.494660874636,2954.401951048681,7106.329735870243,13310.84954974017,11085.19106733353
S140,NA,2687.087062128039,1464.724510247935,854.0508837322836,10209.78657504249,1756.593989362253,2114.010809410987,NA,NA,511.3807760019563,2721.5996392442,18269.86372800414,1705.202801026984,NA,3605.172745787385,10533.3169261841,34796.46411542895,5746.88480889978,NA,2813.439609732914,4158.525535917721,7317.1176619203025,3809.041564648038,NA,9496.723420289083,1846.816465422935,3974.239989966231,2303.611758001774,12212.69517465624,161302.3387842568,1106995.352998709,38606.96595003622,82780.32642794737,97209.17165690471,1131.291456280873,2786.268102525921,3594.433370500485,24902.95000597042,7313.634317979337,9733.069965107828,50354.51105898174,38760.62282921807,1504.56740500578,15073.05690767814,1266.378954362503,4143.796368098872,1480.232520196105,NA,1947.157545231066,NA,1760.699209287752,16567.73383055392,45744.7052033021,257878.3504858338,NA,5807.935453304971,10761.92985298595,69071.33176436559,2058.346788062303,NA,1022.674922199696,810.6790842697696,5839.605255180897,1503.941364106046,7836.184816905796,9659.917907694651,10917.78867225808,1780.628494683228,2330.059286952405,3244.709118463596,11681.2572871545,12530.19455010784
S142,NA,4129.266509289109,4099.198844121769,2672.330498139021,44045.82929244085,3976.689027817399,9991.817337193746,NA,NA,701.0705372622214,4839.255891130882,27247.15319853664,3642.719260802673,NA,11140.45283355271,15963.20673359087,143086.9650121635,16638.17051638754,NA,8990.570603916889,9335.597310540868,28295.96492678071,NA,NA,11275.84964259256,2945.561748470713,7406.149499812814,3459.803613413502,28624.53410437421,301592.7697837167,1777648.225586262,147656.4306277971,203704.4860293429,247275.9013510712,3316.91254900511,5897.092485722079,9123.454404854869,56345.10017815427,11161.29388173848,26617.77516812612,98283.86932609548,98892.27413887308,5006.23602976792,19806.45198114982,2072.696058512876,7000.187326837742,4729.626396745064,7595.048348307439,6639.319406356686,NA,3243.673708173348,19419.62361437775,35675.1098155679,164844.2466251977,2444.845732449562,14624.79071823281,34544.15783148079,245724.0747433911,10213.80192025153,NA,1986.828337207018,2360.204457385475,8235.385573830994,3463.893376473625,4890.439651202683,4889.122356163396,5116.672228262015,4998.819245017615,6284.783847031595,7782.393807779002,20379.39346037504,27189.8630257465
S145,NA,3646.660215502975,4506.024183679851,3357.56963505872,95110.83466187165,5477.169798243103,15421.50325320357,NA,NA,694.7440227745883,4370.393155683305,24425.3756975194,3414.445212096632,NA,12342.4391046345,19717.78166319581,211804.9537436597,21075.35061939133,NA,11108.75271360417,12334.78777380608,42273.01870494557,NA,NA,14946.11136652849,2251.039953440201,9602.472903373524,3355.578035375539,26089.08375005807,273005.9868006064,1587591.997878285,145608.1671759691,145819.7094373791,157331.1867413064,2969.851028953267,4514.494918584151,8219.126275458924,51211.74386266371,8535.225509585713,25562.68799178741,73322.3925752512,91232.6036186906,4728.577918459142,16815.75035852031,2083.733573448624,10544.31987980293,3636.348941807883,NA,4634.172335897819,NA,2533.813665347414,14350.9784919193,27829.72293897619,144787.8032208432,NA,7566.841091399564,12135.48169360516,63167.61593682587,2117.460096884176,NA,1547.065597323824,1095.866981822288,9633.523161858207,3256.903630619465,3090.124481968746,4639.499260026754,6517.714511080917,1553.407806068368,1965.530231699603,3311.588407700612,20420.6116789629,23629.69808226814
S146,NA,3040.055896226354,3462.883096077486,4765.556949029875,99076.70853246922,6594.710596622059,12549.78987174477,NA,NA,631.6800051854842,3280.784552005963,20551.14851084462,2871.755235788808,7879.53628437703,11520.79094410891,17024.66477340807,157837.3181209765,21772.82818982338,NA,9631.338393133805,13728.99100036462,27414.03556945663,15772.48162279848,NA,11839.10510811311,2341.232254994187,8254.56926591092,2964.730360270959,16471.27757766449,264464.5173178086,1496339.475022455,78564.63269418593,196896.6287906939,316657.805290561,NA,NA,5910.192427142601,43037.399641834,13750.14932324719,16384.11723692784,96741.52118509015,125481.2986516619,NA,21411.61778296964,1383.225637099325,6756.77665094962,1981.14480586203,7413.622248863247,9129.021139561006,NA,2204.947088246755,15713.74003508136,46400.77967850354,296331.5178292184,NA,11265.41658645772,34357.25329380838,339707.4545454737,20428.18666817186,NA,1851.003955841327,3556.543368796742,10977.4774828461,1459.685714733563,5724.432294065545,9046.2367439839,18083.09542880384,4047.466468144492,7305.709290039631,19743.411514198,22210.65181057235,23316.34654338784
S147,NA,2550.997943902385,2455.947385549522,2342.515211827978,65516.0092926028,2942.689210655307,16330.01255810661,NA,NA,452.1565143154445,2665.374585026628,17973.14285230926,2103.483874818068,NA,7068.55319419273,11859.22375185657,113841.0311105549,8165.204629779581,NA,5629.481612546393,3804.091738322563,27852.553550156,8153.266677251133,NA,9243.690981331882,1502.100050215456,4350.032598199508,2073.618905073278,13530.79393444095,179933.3734857667,1319161.670221295,64052.8742226519,94886.61628655954,95282.4523169355,1157.358669188302,2662.742407031974,4680.596887285985,21282.22893958057,5232.914285369131,16292.41071193464,56281.7439517679,31920.38373673636,NA,14308.76009207324,1287.424831616649,3934.533592631233,1643.39775201355,NA,2552.879138590986,NA,1355.496054312159,12204.94157330151,29636.84037135171,187870.8052901695,NA,6225.52769469241,10897.89949855778,85802.70003915086,2306.593663978859,NA,548.6619833047067,942.2724182836434,6419.406165467705,NA,3297.310297465918,5080.206971513901,7831.415569122918,1624.017683356994,2276.397572499431,4379.3442498312515,14271.06564008968,17567.66607281526
S150,NA,3830.455672531085,3303.580550028461,3018.377334747275,56521.36541688548,3922.927325975098,10594.87043634917,NA,NA,517.4064178882691,3738.91754775227,25222.97897705783,2821.385495481293,NA,9906.189065679522,16101.19927170524,130206.0057960622,19143.32543843422,NA,8145.716295053702,9536.961070812404,28947.83270632839,10619.96112321231,NA,8330.175403338253,1374.065780695202,6843.286263280987,3525.087356860699,20779.54672019846,255232.4384286973,1658953.266505408,83956.89956583323,135042.9446456163,205977.7772971505,1602.759876329681,3433.295892746602,6622.024153763558,52705.49470545933,16724.42613848499,21487.19617570502,110635.3343484641,110221.1550752291,NA,12050.46595155884,1348.319681344405,6239.673019888537,3566.354203396444,6288.120234145123,5595.32360869765,NA,3013.654914953716,26580.70296051251,62566.96653925252,341233.4917668659,NA,11658.03508630522,22299.21403286515,150559.3053741126,4667.915242851766,NA,1772.146097122238,1648.677042815513,5494.397091626418,1941.797543783031,10560.15185075681,13497.41297762059,15980.23654273804,3546.658430837899,5063.07878538044,7714.230309567523,13184.55472069044,20432.55752505399
S151,NA,3637.369155543153,2562.986660351447,1849.228697274031,29474.48778458961,3591.97999905798,5601.985160552555,NA,NA,609.0002645579854,3888.278951887693,25671.12408362563,2480.048349604054,NA,7759.051883612377,17447.69734675447,89681.12635647628,15258.94508381741,NA,6022.694323365514,9062.32919939996,15533.13782945266,7852.275572163191,NA,11336.41139782733,1551.761927289132,9803.733033136405,3222.337347991234,21109.38589800053,292380.7715628928,1657063.588070364,79084.39827421456,150602.0851796326,226620.1999686134,2126.081476930123,4376.907361533082,5431.009582543808,39792.71825886616,10808.60766437103,13868.18528024134,53756.32735075359,83427.82497431677,2981.115036232824,14450.4721302804,1836.114854175936,10303.90535373829,2415.854096685486,6375.965234755849,6090.925190865969,NA,3402.211194720305,20296.63415980494,41339.79645879829,200942.904839455,NA,11786.851107912313,29588.98729798373,208184.6568251438,9134.551546560217,NA,1561.31442747846,2295.481025716539,5884.514282060431,3755.321975403283,6767.101680370052,8140.933494516667,11084.54485824163,4976.609925003351,6900.003497018602,11790.31921599572,15016.55827391734,29297.19739130075
S160,NA,NA,2023.520972380045,1245.672225990769,23732.74320822562,1548.889678239905,5140.154734088916,NA,NA,589.8668137556754,2922.230460815897,21527.42882135348,2093.894735161657,3479.919871180908,4769.027059944429,11511.70806650716,63768.3524382889,8475.337253293676,NA,3367.352110845445,5181.705378875816,14014.46896118269,NA,NA,9566.264988619423,1662.738412775995,4422.947548950808,2408.966433580767,12023.83516453848,204450.1471185837,1421961.089642142,59023.48968927449,98552.1716025137,125030.3625963865,1838.489462089071,3846.34736638042,3879.98881394687,27532.41957530646,6881.314077079272,12120.55911676108,60764.81256389366,51944.73624115969,3815.083820721046,17597.87657569662,1239.168396613497,4213.635247457583,2005.92356728848,NA,3740.018689415574,NA,NA,16405.44895117134,49575.54089738631,317805.5894135222,NA,7133.217323622657,7415.885140454973,33859.79123248941,771.3491738159105,NA,937.98407393336,562.0530751027956,8717.773199327756,1350.021604558158,7114.639915022681,9573.766869787863,12861.08460759792,1383.451754919159,1298.950648563342,1713.061770493907,19178.80940243243,26437.1408944656
S163,NA,3787.51900550858,3033.809873298657,2584.405360592121,35747.97579863078,2519.30216396281,8005.295312312081,NA,NA,617.188721882522,3817.613092021544,31159.80481223177,2971.816373469915,NA,11304.34972428097,19050.88638637505,107046.4855425875,13545.49374512983,NA,5247.407118674508,4396.3271243845,19241.67330501874,NA,NA,10126.97029230335,1989.358377867524,7566.774318895641,2601.853254480643,22773.70097786903,297806.5945167096,1994970.258765561,97049.0314233292,154580.4411875764,195566.2002495866,1473.394861667002,4098.899240791312,5154.535762538658,29064.52478531783,11689.68539585414,13163.33847948628,60555.59525441345,55511.35215533626,2291.620727990377,18401.38309006789,1751.432404415982,8897.50218439938,1607.57817128473,5722.239421474195,4475.282916530383,NA,2920.034159465241,18712.28228818812,55756.07463391647,359015.562704067,NA,8394.79397406026,12268.33585473336,76198.2224930802,1874.215162466263,NA,878.2278252847774,787.4258666350297,7013.428184368852,1259.967329786237,6116.507003840696,8938.609754389101,13529.63033485495,1583.188368378014,1983.323238219364,3050.187253894489,15979.51070998721,22523.59427057343
S167,NA,4075.117797335594,5666.194464744493,6708.122094120395,172299.624263541,10585.96045366609,27958.73057387493,NA,NA,717.4460288534215,4315.925536236661,21809.11002755817,3851.259986178686,7188.825113115096,19372.09798571757,19035.55035538703,226881.3777258558,26673.38142165189,NA,14840.64648614607,13952.65323996442,48329.95475434855,19096.19837787951,NA,16517.85034449549,2640.158450695872,12622.55244708422,3517.813366811805,32334.83904343666,275521.3610681709,1351923.829427987,124748.7232629305,216970.6273387841,299190.2100259974,2527.51005398842,3900.139589719803,9224.613852585951,51762.50261352189,14930.54272712988,30226.8519111651,115180.1840518393,143016.5604736657,NA,18910.62799012248,2395.624144052209,11591.30737629908,4891.302391232347,7639.98056125519,8155.692420449303,NA,2868.338757719079,18455.63386198617,33296.12875519152,121840.9446483527,NA,14093.87512509559,29972.58180715879,173924.4013922304,9053.617892713592,NA,1774.84049049521,2139.493914147529,8573.242710444114,3210.942469521236,5240.52572759848,5330.268925518451,6471.330131252011,4993.901503683305,6289.016434606295,8373.310332343453,18550.24347653034,16003.81588219092
S172,NA,1924.798035826652,1645.612998802301,3348.958595669157,58637.36041870332,5612.509604653617,8892.604713673734,NA,NA,377.0633087749809,2474.495180375312,14256.89049681446,1427.510259569539,2899.912459208056,8882.293500986154,12364.01398762242,93909.44673464376,11020.07138291131,NA,7571.96832971978,10949.86492256757,17934.7631486318,9665.378064154052,NA,8416.503262004271,1526.92940044891,4723.450597141585,3149.791030741263,15183.62557210836,235792.7037987651,1340206.916319349,38083.00116451977,75975.07168416074,129038.64261784,1225.700496225656,NA,5188.58406966915,34122.70355023484,7878.962056630955,10478.00966919209,53736.07460878725,69235.86755459517,3075.898761459682,16663.03115040071,1182.566694019016,5208.712646192177,2923.186680260887,4744.55247124302,4173.514113515444,NA,2336.37655919594,13538.83322594624,33989.40732750313,220804.4970949194,NA,6018.288600617669,12566.72998437151,105141.8179085903,2978.328991962994,NA,1206.252972532638,2131.647518201261,8375.792412412173,4042.905726336173,5895.606650691344,6730.886156285766,8218.045774700526,2079.244969777999,3064.284213131476,4890.70487681482,18053.16210073902,22922.63098540221
S182,NA,2555.466524181331,3404.873749540536,2561.02749727557,68298.08979420936,6149.987861262146,11961.29465338804,NA,NA,628.6725496824287,3532.696004329505,16334.10811354465,3174.797139938872,5768.046818465307,11331.22896038979,15130.16643103456,148856.9395701256,19476.67832048452,NA,10601.59396595479,14216.74866808421,32788.77651375748,NA,NA,17410.71723646087,3754.910675814815,9442.820608649272,2831.29767822849,24858.60402973072,245205.4371895396,1157784.24279066,112682.4215975729,199902.3987761449,252506.1903672624,2020.05130389216,3254.874494965085,8016.513804428218,53723.19503938062,11468.56908329061,23614.34055612865,113456.5080507447,122239.2091060713,3730.379127636659,22243.63423003181,2868.476984954822,10472.35222818323,3727.66064955751,12419.29513701109,12797.03021733312,NA,3440.674150627169,14154.30574926904,23949.16439619015,115047.3236408081,NA,13788.3746045826,14967.62962652152,63751.59252330575,2232.944037232556,NA,1759.24970303032,1488.521910257512,11923.62510653466,3030.230671306262,2215.269691320159,3297.774489692621,5429.860087363584,1725.315308928722,1904.602338217559,3458.621625773682,24774.80762902426,16793.84019555364
S186,NA,2505.883400701757,1920.912035991149,2051.040812556081,29531.53382666638,2775.750362728797,4544.816215859731,NA,NA,407.1857255471894,2857.2834925037,16818.87913835288,1773.567746180366,NA,9435.304984364571,11394.35937363197,92820.6433375035,10838.81952048853,NA,5310.998192602051,6966.639504930175,14119.45794974885,NA,NA,6904.975818227334,1150.622922317999,4238.829340232553,2781.20570279474,21647.34646053961,253842.4694694514,1428684.541924829,67024.51850826405,100477.6760637782,176844.0577284186,NA,3543.120615702726,5335.607505097362,35038.60773293517,9412.03555196644,10820.3673130065,42180.91438088131,65296.91946303223,2929.821670635654,12869.315796789,1327.692331482461,4092.119851738681,2477.564227169169,5938.09306723834,6229.632590878614,NA,3658.341869876551,21493.03475144961,51224.58792267923,254753.0061350865,NA,8494.46046109742,15493.94004033651,87194.44732400613,2956.011062348775,NA,1310.14175616328,1042.60647101458,5127.669794690041,4261.135928941692,7201.582596081415,8017.353607812204,8411.784121210834,2267.382969867792,2565.155447836595,3420.066775239221,12415.92740400889,26429.71737194248
S190,NA,2424.740611474426,2813.754314614988,3988.619318162655,85602.11137602119,5473.871041981951,10846.60319377064,NA,NA,553.3246241185371,2862.552925825616,16410.48022534586,2529.127942668224,5643.018490788738,9444.447400689982,12250.25463892944,135358.8424975569,15964.755573549,NA,8216.863193626847,9932.072923235046,22651.02758196966,12113.1967584806,NA,11319.98640321063,2106.626079436715,6516.448046992106,2699.448769802295,15109.94607801439,203055.5057431279,1191965.208709531,67461.84067776467,146182.3216096694,235992.5866107926,1435.200791027925,NA,4788.875289628087,34978.06833007769,10062.03891981579,14118.83790670599,74291.5208327849,91981.45910034918,NA,20457.15808979926,1329.116814103233,5749.935912133457,2951.875849170898,NA,6380.945891760078,NA,1496.344369331625,11270.81862502353,31855.94157233832,219856.7362968497,NA,9241.007197426456,26010.86103942795,266575.4733744698,15960.381463703,NA,NA,3076.315964120759,11211.65961845603,985.3976915066756,4042.861154285586,6529.989606288134,14681.01506951849,2185.69307635426,5707.600685509722,17100.591798091,22991.33910863607,22993.50102411306
S191,NA,1737.484568090948,1647.49819005371,1274.318122490851,30814.82778808354,1774.145295410601,7563.944345101266,NA,NA,365.4554318072543,2465.765790504556,11789.46023043956,1874.815159699768,2134.718446731021,6631.428036909642,8188.741123693394,88445.47670408034,9894.658984667152,NA,3831.30508654616,3436.175302612276,17356.29838833135,5687.561261106849,NA,9538.886182027689,1693.943596986216,4173.297311316512,4810.788753154794,20556.79104268095,165682.4957458011,1181887.231489511,63947.07044861313,90404.27903824768,109810.9776040018,NA,2374.193938052724,4953.201868162006,23698.95947089468,5342.96955670737,9887.154713010752,26590.76113667345,29789.17561743262,NA,15117.50036801713,1557.720634204484,4577.739176953706,2946.462000088532,8702.85009496517,7384.914651818347,NA,NA,14394.17795651028,34248.35679083935,195635.3087677459,NA,6057.52531314529,4564.209295983137,12283.69011795393,NA,NA,NA,NA,8188.942069673279,1177.953302753949,5575.433540022741,6450.206376916412,8134.517790004089,963.5084118336176,704.8959842050306,767.3880982129264,18055.42518928042,25117.60160978387
S192,NA,2050.62479913427,1068.648154128846,1178.602085643194,14512.38525576471,1763.497366881768,7387.804907318568,NA,NA,393.9841219309095,2342.553330864583,16167.43533159977,1106.864329094634,NA,5707.921846417758,12040.70855674711,41731.46223860503,5950.998175788496,NA,3323.223587731758,2614.272451277973,15156.14162718428,NA,NA,8393.394272869744,1565.015270909909,6642.455878844651,2157.725279055083,14878.5704197263,203550.2206952492,1255433.256273852,37744.10799531449,57710.05157160495,64601.0573088717,NA,NA,3619.677132486197,18109.16318914841,6187.644179208563,7519.473664637495,24817.49964440809,23736.031608128465,1252.935903818897,13716.15200840699,1428.385951666819,7932.310484089064,NA,5411.2205572786625,3859.449017554307,NA,2984.961656853267,17178.87224793087,53469.60604638196,277547.5192281642,NA,5179.956930271899,12913.48404583454,108419.4367096944,2604.075722473421,NA,NA,1666.0183515037,4798.548623882998,1253.921875211425,6745.453432364138,7123.395174719391,8256.362694256613,1864.895379289976,2448.945564272927,3743.408201608778,11296.28115144995,16558.01554315762
S193,NA,3126.425462644755,3578.212223767389,3020.306166667126,95011.424693277,8519.157164789882,11898.72355574849,NA,NA,693.0793012136246,4693.8425271553,24330.14602900537,3967.132003068123,8798.414442889924,15538.90614078952,24408.95229376162,216009.0158619228,34805.25502669795,NA,20317.65057711655,61229.96656815796,30879.42496311637,NA,NA,24699.54919173095,3990.144668742299,14916.92952824447,10787.72286837159,36255.67536705398,648426.3678515712,2904247.449685677,170068.3129407379,294429.3809398936,501025.1410006047,3943.362571848951,10411.58844839911,23419.25747951849,284564.6232324853,48980.41431203321,24948.58062283798,93219.12329870123,393530.1527312802,5637.012741936407,43385.30851131061,4202.534816637142,21886.82098017258,5158.483191572274,23849.11379335113,30329.75058888536,NA,6694.957404694382,51534.52221937771,114201.126270367,447358.1719676087,NA,24419.69554455018,67491.26572792843,331615.8413265612,14995.30790306576,NA,6163.790877907301,15488.77371503779,17910.98485588148,3557.66096332067,19591.28517409727,17821.64932318315,16897.62676962576,8575.489884636221,11269.76145616111,15366.71542548536,33648.39441617142,53266.41104866852
S196,NA,3823.819767954411,3631.669894935799,6336.469519497696,127852.4976403208,12166.70661281905,30844.06107965133,NA,NA,933.8361973038664,4463.734102488463,34029.40595228949,3769.35077599664,8847.47236158885,18176.79311611157,26901.44595192788,204851.5565922347,36892.71779193955,NA,16708.63218141075,28262.21487514803,54445.38988236527,37338.44029595795,NA,27906.40609128004,3348.368800188383,17621.35964637626,9316.785903751328,27303.88444256211,400708.4006986374,3446536.0587351,106588.6100030501,239891.9718488439,476324.1900041463,2725.166416179709,7953.313339781577,12187.30489713511,104058.7071436058,27366.36045978225,28813.85166076984,116717.9158004499,171970.7054861773,NA,53127.66550769096,3166.241491519013,17195.34633436476,5666.33811614684,NA,21472.22960128847,NA,4705.729555171041,48379.21249851673,120556.6038078505,813304.9771687224,NA,21174.74222119562,67253.94937971917,677127.2588397578,47914.15264351607,NA,NA,15279.8619900381,21332.49644870787,NA,29790.15925030869,42539.57751537594,77481.81415277018,15732.64866929783,29875.81065680254,73799.28703724788,37178.15169682248,62329.63759362404
S199,NA,6034.888855328991,9597.579319600614,27829.1096718003,701087.9728913294,96529.15579304135,212402.945003543,NA,NA,1597.949712987164,6697.110143338485,41657.32096148923,6939.778878532986,13587.78667949668,44770.27981900796,41520.71760785195,405810.6803475132,53262.30977007665,NA,61016.42099502621,69132.98551314138,188996.7888075032,132571.7239886886,NA,37359.49340964374,7132.957756126265,22436.09871746251,11183.11742307414,44249.69982011744,412058.8862988556,3678099.650488151,126710.8511823734,320797.0247358749,626950.3071500149,3219.260147271031,18805.86196887597,22521.94739490406,125945.1947991959,156530.4736212111,55474.92578902989,208126.0283307718,266369.6708775283,NA,64714.44639034977,7281.491861680881,24049.92665690977,9863.739908743206,NA,29440.58862574872,NA,6057.430371043297,42855.40917152702,72940.87895012864,459521.151688366,NA,38152.2811107521,86850.45566872899,684703.1221380052,54674.96275129105,NA,7178.949268917473,22783.62076854252,32216.18471991254,3064.675119999697,22331.52511701778,27853.38220809215,50013.31053972023,27058.32524891424,48817.87339995367,108294.2410294846,57841.92257278869,61898.26729830332
S20,NA,1354.778327069882,1477.980895877779,1621.560990793393,44164.90891231049,3603.528531637815,9696.33405834258,NA,NA,400.6992735773494,1885.366935968844,12300.21336075548,1304.424959162438,1812.447664981532,8432.671801874054,11279.26522442799,98947.62722160987,6987.220191495904,NA,5033.647529599299,3497.5952879469,16845.7365066058,NA,NA,12305.58470151428,1710.85850942552,7221.021971916636,2651.667005288221,17316.89349708905,163377.7117353504,1199957.954596315,86617.6085959823,93749.76384471894,89729.14092308063,1800.025998730696,3405.618523893852,5171.24456826913,27267.20400101489,4013.838942730077,9809.14656617946,27600.59023184513,25865.2562463021,1886.041777608089,16660.93708845311,1722.507343761893,8233.259358847456,1098.298099537756,NA,3385.286535375677,NA,1280.845660891912,7232.47258921604,15058.20969339081,114145.2125743469,NA,4342.997413521191,5235.799744493613,33999.97504248814,1037.275151464975,NA,NA,NA,5332.10445045777,NA,2073.161167228454,3410.173828358563,6732.890565571305,NA,1141.754035206612,2702.776085298371,11406.52882208936,14783.75013035859
S206,NA,6187.971738120877,2818.351791881372,3597.422029080871,51323.98893568715,8393.582811357877,15785.43675102343,NA,4677.76916375863,1521.507433446925,7105.264424983054,56688.15055213707,3187.862909067723,NA,15000.36731405517,46836.05094529638,87305.82626605034,NA,NA,14061.90944555896,17442.69827969916,34775.96502458867,NA,NA,39446.03547145788,4951.617411244307,34835.55054428731,NA,34449.47946843525,769569.7943232593,3969010.718836457,62959.29003632102,213400.1127407138,418081.007534142,NA,12436.58094362297,18078.83916362403,109874.4422416688,21049.32679338045,26292.96339389505,87084.59451157943,98027.68245937748,NA,46062.91058146367,7431.730593452275,38778.98229573342,NA,27105.72710334832,30550.86720144316,NA,10183.28610410164,67295.9703165032,157897.0106640321,687342.9580974745,NA,32061.19091429375,99647.73127148036,657876.5982331157,51570.10376599472,NA,6125.135187618854,25450.79973840127,15936.31620964439,5575.853337787352,30090.803911675,32216.79513434707,51962.16375375537,19422.1272630446,26170.74602800951,49440.30240884315,32930.71733531483,77421.24453261864
S208,NA,4397.773024550001,5577.748361721065,9539.328700087575,174465.0468335791,12707.07254323492,38014.71980884314,NA,NA,1723.001368214169,7026.326749778013,37237.9070292797,6317.415765394382,11665.72728490517,30609.43265161433,43433.09583165248,349657.9220622965,44070.04239897906,NA,24019.31356723879,27383.40413882999,79965.22616780449,NA,NA,63517.81631719405,9543.55597265443,20467.94422334278,6741.612237949555,43484.06592307348,713232.7583132796,3720120.859018496,223412.1407159521,401755.364471783,411950.6544113609,5023.057769043439,16254.23657074148,22763.68856872245,143221.0214441577,23812.40855536877,57402.20262430718,251753.7066841473,183064.7102996947,10431.70473285821,100979.8364638345,6118.521593881028,18272.29871413491,5793.94409686325,NA,12191.56704132546,NA,6100.41297881561,50293.32607624092,86945.65283858428,433211.8092126843,NA,26276.32062666507,43816.74941823877,258255.4429093827,10053.58569436089,NA,3866.714820286612,6356.136649494402,44451.11088082791,3013.558999609279,12383.13111511588,13367.38375821303,17645.25788685042,NA,7670.237162622358,12748.17264931045,77912.83597506315,82997.30797927991
S216,NA,4922.757698775533,6394.705609449783,13222.14464920714,270486.8474951196,22961.4428546428,64234.74949967139,NA,NA,1424.675008953921,7021.451518061434,36486.14488623513,6299.207838634714,12424.42272130297,44572.04436186978,42031.94051177477,398070.091211668,49296.393046499,NA,39861.74869381086,48231.08373710555,106527.3948342369,50244.7571095234,NA,53308.53651831052,7524.851259434431,27565.00665506213,8845.980422929351,60857.83595390839,631807.4356440826,3589561.404202625,192704.2249797136,372205.5628728693,516396.6724027898,4793.176642986797,11654.04083080273,28983.90263715478,132149.5733487956,26064.62885853085,64677.74609791196,250562.5515288678,254623.4580948398,9674.193943627391,86180.8648058186,7286.458940995448,28873.2610235646,7289.304319903451,32263.07359896282,39864.25839969519,NA,9631.926235847974,63283.66475110318,113953.6844906275,581294.9840270422,NA,33316.6029518082,47188.42599335847,283065.9683718726,15463.15506301387,NA,5623.030051655528,8509.294725960885,37267.68253548811,16024.51653081106,20451.59577687531,24566.81127976346,33305.77733380449,8548.490120410057,10949.82938269557,17345.19557479266,71617.88368027829,71161.73331705574
S217,NA,2998.636525692351,2910.439879989081,3824.83043298225,65402.22498307997,10470.73391794941,18689.5998580111,NA,NA,844.4751536599033,4250.348848255071,29002.29733803191,3491.647274389916,10088.53644779826,15473.53239967651,28907.70958170114,165544.8643832406,30318.31295476734,NA,18624.14650415599,34537.83306104396,58705.00154794901,39652.16253738881,NA,27354.84552474024,6180.98256751822,23147.16330455174,9651.148009405792,28893.94358647874,462415.8586714957,3554563.367089596,115755.1733020949,320624.9272798767,449118.0441284524,2620.164797859692,9560.414228262229,15624.22643485241,125747.8625107124,47019.92025944198,45680.11251904583,269514.266350574,277581.5659553963,8715.990250461598,45053.58695018769,5335.677726516952,26597.6598237349,6190.309060693953,23799.66947998275,20837.15797130894,NA,679.3566161976308,58636.24034984682,99807.85128767998,492897.6294972127,NA,30222.86923324202,66763.39530970072,424198.3639622955,25303.15171873892,NA,6052.893487292932,13589.80263585795,20236.79809755979,NA,20782.25485357481,22265.72895819752,26714.1807768319,13042.82072596148,17986.85534644671,28273.10505916738,37570.22733154045,33103.26479190775
